,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
3422,28183802,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,100,,3000,2700.0,5300432938.0,0.0,1.0,28,10102000,ST,0
12231,00385566,708008,,0,,,,F,,703,703.0,Z008,Y2,,,100,E11,2100,,5300127773.0,0.0,1.0,21,120000000,ST,0
7014,23291526,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300232500.0,0.0,1.0,25,10303000,ST,0
9877,00290129,700538,,0,,,,F,,203,203.0,Z001,Y2,,,1,E11,2000,,5300014808.0,0.0,1.0,28,140100000,ST,0
6415,00401693,708082,,0,,,,F,,203,203.0,Z001,Y3,,,100,E11,2000,,5300133046.0,0.0,40.0,90,060100000,ST,0
2008,34181604UB,1000,,0,,,,F,,991,991.0,Z008,Z5,1640.0,14432.0,100,,2100,,5300092019.0,0.0,1.0,30,010102000,ST,0
3752,30020260,1900,,0,,,,F,,219,219.0,Z001,Z1,,,100,,2100,,5300084505.0,0.0,1.0,5,010102000,ST,0
9119,60121466,708008,,0,,,,F,,703,703.0,Z001,Y6,30.0,708.0,100,E11,2000,,5300543123.0,0.0,1.0,14,00,ST,0
16950,34937302UB,2000,,0,,,,F,40.0,202,202.0,Z012,Z7,,,1,,3000,3000.0,5300286090.0,0.0,1.0,28,10102000,ST,0
2279,35140100UB,715408,,0,,,,F,30.0,223,223.0,Z004,TB,,,1,,2000,,5300435570.0,3.0,1.0,56,10403000,ST,0
13958,34663506,711636,,0,,,,F,,211,211.0,Z001,Z1,,,100,,2100,,5300187791.0,0.0,1.0,56,010502000,ST,0
11813,00130608,2000,,0,,,,F,40.0,203,203.0,Z001,Y5,,,1,E11,2100,2100.0,5300203071.0,0.0,1.0,3,070200000,ST,0
5859,00310810,700095,,0,,,,F,,203,203.0,Z001,Y5,7250.0,439936.0,1,E11,3000,,5300004100.0,0.0,1.0,70,030202000,ST,1
7453,21265001UB,2000,,0,,,,F,40.0,211,211.0,Z012,Y3,,,1,E14,3000,3000.0,5300226804.0,0.0,1.0,35,10102000,ST,0
1640,24924010UB,704276,,0,,,,F,,228,228.0,Z001,Y2,,,1,E14,2100,,5300326502.0,0.0,1.0,42,10401000,ST,0
12077,33422601,700020,,0,,,,F,,208,208.0,Z011,X4,590.0,12759.0,100,E20,3000,,5300062961.0,0.0,1.0,84,140400000,ST,0
13175,30048700,704955,,0,,,,F,,228,228.0,Z001,Z7,,,1,,2000,,5300121585.0,0.0,1.0,56,010401000,ST,0
9758,21339500UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z3,,,1,,3000,3000.0,5300228271.0,0.0,1.0,999,10401000,ST,0
3651,00370710,700020,,0,,,,F,,708,708.0,Z011,X4,,,100,E20,3000,,5300084461.0,0.0,1.0,12,140200000,ST,0
6956,60116358,702236,,0,,,,F,,708,708.0,Z001,Z1,360.0,38992.0,100,,2100,,5300537927.0,0.0,1.0,999,070400000,ST,0
2988,60096732,700230,,0,,,,F,30.0,219,219.0,Z012,Z1,,,1,,3000,,5300502952.0,0.0,1.0,70,100202000,ST,0
18035,00120594,706985,,0,,,,F,,208,208.0,Z012,Y9,,,1,E15,3000,,5300359387.0,0.0,1.0,42,070400000,ST,0
2571,60106921,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300529980.0,0.0,1.0,10,00,ST,0
8653,00100640,700222,,0,,,,F,,208,208.0,Z011,Y3,460.0,4507.0,100,E11,2100,,5300095652.0,0.0,1.0,21,140100000,ST,0
1599,95130633UB,1000,,0,,,,F,,205,205.0,Z008,Z4,,,1,,2100,,5300089774.0,0.0,1.0,3,10403000,ST,0
1397,23321400UB,704926,,0,,,,F,,223,223.0,Z001,Z1,,,1,,2100,,5300123456.0,0.0,1.0,42,10401000,ST,0
6311,23642601UB,2100,,0,,,,F,41.0,211,211.0,Z002,Y3,80.0,7457.0,1,E14,2000,3000.0,5300405104.0,0.0,1.0,3,010102000,ST,0
9167,60053595,709890,,0,,,,F,30.0,202,202.0,Z011,Y2,44570.0,3110986.0,1,E13,2100,,5300419200.0,3.0,1.0,112,050400000,ST,0
5005,80270168,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294684.0,0.0,1.0,999,520100000,ST,0
9684,24919500UB,704926,,0,,,,F,,223,223.0,Z001,Z5,,,1,,2000,,5300195808.0,0.0,1.0,50,10401000,ST,0
3230,95193011UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300313269.0,0.0,1.0,999,10102000,ST,0
15319,04002720,700961,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300106740.0,0.0,1.0,14,071000000,ST,1
2480,24415110,700000,,0,,,,F,,723,723.0,Z001,X3,,,100,E20,2000,,5300135840.0,0.0,1.0,28,010102000,ST,0
10631,60030365,1000,,0,,,,F,,991,991.0,Z008,Z5,,,1,,2000,,5300383597.0,0.0,1.0,3,10402000,ST,0
10418,00341387,706186,,0,,,,F,,215,215.0,Z012,Y5,80.0,35.0,100,E11,3000,,5300092889.0,0.0,1.0,28,080600000,ST,1
10341,60076375,700000,,0,,,,F,,723,723.0,Z001,V3,,,1,E19,2100,,5300467065.0,0.0,1.0,42,10401000,ST,0
8157,00311233,701424,,0,,,,F,,703,703.0,Z001,Z7,,,100,,2000,,5300097214.0,0.0,1.0,14,130000000,ST,1
9477,00370872,700020,,0,,,,F,,708,708.0,Z011,X4,,,100,E20,2000,,5300092214.0,0.0,1.0,12,140100000,ST,0
5252,24041505,702225,,0,,,,F,,221,221.0,Z001,Z7,,,100,,2100,,5300156379.0,0.0,1.0,28,010502000,ST,0
15299,04004619,1900,,0,,,,F,,206,206.0,Z001,Y4,,,1000,E11,2000,,5300117417.0,0.0,1.0,5,090300000,ST,0
8131,00360464,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,1560.0,5149.0,100,,3000,3000.0,5300212416.0,0.0,1.0,140,140100000,ST,0
7499,60058374,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,1,,3000,3000.0,5300424224.0,0.0,1.0,84,80100000,ST,0
9001,23109301,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,1,,3000,3000.0,5300230991.0,0.0,1.0,999,10303000,ST,0
878,30020645,700151,,0,,,,F,40.0,233,233.0,Z011,Y4,,,1000,E15,2100,,5300191359.0,0.0,1.0,3,060100000,ST,0
2202,24425501,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300246794.0,0.0,1.0,999,550100000,ST,0
351,00393421,704232,4600004693.0,50,28.0,,,F,40.0,206,206.0,Z001,Z1,,,1,,2100,,5300063284.0,0.0,1.0,3,520300000,ST,1
5547,95193303,2000,,0,,,,F,40.0,998,998.0,Z012,Z1,,,100,,3000,3000.0,5300313452.0,0.0,1.0,999,100100000,ST,0
8599,82017202,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,100,,3000,3000.0,5300298767.0,0.0,1.0,999,10102000,ST,0
2954,35195248,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300288842.0,0.0,1.0,999,00,ST,0
5766,00120111,706985,,0,,,,F,,708,708.0,Z010,Y2,280.0,1411.0,1,E13,2100,,5300359321.0,0.0,1.0,42,070400000,ST,0
57,34186600UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300057795.0,0.0,1.0,3,10402000,ST,0
8981,28085000UB,704955,,0,,,,F,,228,228.0,Z001,Z4,,,1,,2100,,5300069704.0,0.0,1.0,42,10401000,ST,0
10462,60032467,700000,,0,,,,F,,279,279.0,Z001,Z7,1050.0,693.0,100,,3000,,5300552389.0,0.0,1.0,28,010500000,ST,1
1419,60097734,700000,,0,,,,F,,228,228.0,Z010,Y3,,,1,E13,2100,,5300504379.0,0.0,1.0,28,10102000,ST,0
18349,30054500,706883,,0,,,,F,,272,272.0,Z012,Z1,50.0,25378.0,1,,3000,,5300101596.0,0.0,1.0,28,010501000,ST,0
4816,01553403,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300223468.0,0.0,1.0,35,10102000,ST,0
6385,60018818,2000,,0,,,,F,40.0,252,252.0,Z012,Z5,,,1,,3000,3000.0,5300412911.0,0.0,1.0,999,0,ST,0
15581,496176,700185,,0,,,,F,,203,203.0,Z002,Z2,,,1,,2000,,5300049888.0,0.0,1.0,21,140300000,ST,0
42,34306300UB,702225,,0,,,,F,,213,213.0,Z008,Z2,,,1,,2100,,5300053922.0,0.0,1.0,56,10401000,ST,0
7917,00370145,700020,,0,,,,F,,208,208.0,Z011,Y6,,,100,E11,2100,,5300468149.0,0.0,1.0,14,140100000,ST,0
4186,24937183UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z1,,,100,,3000,3000.0,5300256124.0,0.0,1.0,35,10102000,ST,0
14620,24260400UB,701318,,0,,,,F,30.0,202,202.0,Z001,Z2,,,1,,2000,,5300067085.0,3.0,1.0,42,10401000,ST,0
13064,33733502,2000,,0,,,,F,40.0,224,224.0,Z012,Z1,120.0,642.0,1,,3000,3000.0,5300354128.0,0.0,1.0,21,010301000,ST,0
9740,23250199,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300197434.0,0.0,1.0,42,010401000,ST,0
10798,36020518,702225,,0,,,,F,,272,272.0,Z012,Z1,,,1,,3000,,5300135206.0,0.0,1.0,56,010502000,ST,0
4113,21315128UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,3000,,5300163743.0,0.0,1.0,3,010102000,ST,0
17403,00121063,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300202592.0,0.0,1.0,42,70400000,ST,0
9293,04102394,701112,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2000,,5300104237.0,0.0,1.0,14,110100000,ST,0
3528,34942796,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300412759.0,0.0,1.0,999,550100000,ST,0
17802,30980131,700222,,0,,,,F,,272,272.0,Z012,Y5,,,100,E11,3000,,5300164322.0,0.0,1.0,14,070400000,ST,0
12659,24464900UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,1,,3000,3000.0,5300247376.0,0.0,1.0,35,10401000,ST,0
290,00311570UB,2000,,0,,,,F,40.0,203,203.0,Z012,Z1,,,1,,3000,3000.0,5300209007.0,0.0,1.0,14,30202000,ST,0
9511,00370804,700020,,0,,,,F,,272,272.0,Z012,Z7,1540.0,184.0,100,,3000,,,,1.0,14,140700000,ST,0
8769,60074841,715646,,0,,,,F,,228,228.0,Z010,Y3,,,100,E11,2000,,5300460213.0,0.0,1.0,28,10102000,ST,0
6205,28213600UB,704926,,0,,,,F,30.0,223,223.0,Z001,Z6,,,1,,2100,,5300318051.0,0.0,1.0,42,10402000,ST,0
14591,00170211,701806,,0,,,,F,,208,208.0,Z011,V4,13040.0,3835.0,100,E98,2000,,5300387879.0,0.0,2.0,14,140700000,ST,0
7904,04002580,701885,,0,,,,F,,206,206.0,Z001,Z7,,,1,,2000,,5300095851.0,0.0,1.0,25,100300000,M,0
8265,80580508,702590,,0,,,,F,,203,203.0,Z008,Y6,,,100,E11,2100,,5300169297.0,0.0,1.0,14,520100000,ST,0
9315,23245102,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E15,2100,,5300065594.0,0.0,1.0,28,060100000,ST,0
3798,04004557,701112,,0,,,,F,,206,206.0,Z001,Z2,,,1000,,2000,,5300116490.0,0.0,1.0,28,110100000,ST,0
13180,34944100,2100,,0,,,,F,41.0,224,224.0,Z012,Z7,10.0,9289.0,1,,3000,3000.0,5300199802.0,0.0,1.0,42,010401000,ST,0
4048,60023560,707144,,0,,,,F,,279,279.0,Z001,Y4,1500.0,18119.0,100,E11,3000,,5300376782.0,0.0,1.0,49,100202000,ST,0
13756,33637601,2100,,0,,,,F,41.0,233,233.0,Z003,Y4,450.0,4846.0,100,E13,2800,2800.0,5300523907.0,0.0,1.0,21,060100000,ST,0
10289,28283501,2000,,0,,,,F,40.0,233,233.0,Z012,Y2,,,1,E12,3000,3000.0,5300265095.0,0.0,1.0,42,60100000,ST,0
1147,00311031,703080,,0,,,,F,,233,233.0,Z001,Y2,20.0,5488.0,100,E13,3000,,5300005181.0,0.0,1.0,365,110000000,ST,0
16647,95183503,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300311634.0,0.0,1.0,42,30202000,ST,0
16605,00394042,701979,,0,,,,F,,206,206.0,Z001,Z1,50.0,30672.0,1,,3000,,5300169209.0,0.0,1.0,180,520300000,ST,0
1034,00190368,701256,,0,,,,F,,215,215.0,Z001,Y2,,,100,E13,2000,,5300077458.0,0.0,1.0,49,140700000,ST,0
18358,28151700UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,3000,,5300095742.0,0.0,1.0,3,10403000,ST,0
15583,95153565UB,704926,,0,,,,F,,223,223.0,Z001,Y2,,,1,E13,2100,,5300123073.0,3.0,1.0,42,10402000,ST,0
8554,04007791,701829,,0,,,,F,,272,272.0,Z012,Z1,50.0,25375.0,1,,3000,,5300170958.0,0.0,1.0,120,140000000,ST,0
13374,60042196,700348,,0,,,,F,,219,219.0,Z001,Z1,290.0,76458.0,1,,2100,,5300449392.0,0.0,1.0,42,060000000,ST,0
18443,00370528,700020,,0,,,,F,,708,708.0,Z011,X4,,,100,E20,2100,,5300066914.0,0.0,1.0,21,140100000,ST,0
8437,24588200,2000,,0,,,,F,40.0,252,252.0,Z012,Z4,,,1,,3000,3000.0,5300249442.0,0.0,1.0,999,550100000,ST,0
6848,34010304,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300276645.0,0.0,1.0,35,10103000,ST,0
14748,23471606UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,3000,,5300086623.0,0.0,1.0,3,10102000,ST,0
9624,60071015,1900,,0,,,,F,,278,278.0,Z001,Z7,20.0,2293.0,1,,3000,,5300523168.0,0.0,1.0,56,010400000,ST,1
5885,34304102UB,700000,,0,,,,F,,723,723.0,Z001,V3,,,1,E19,2100,,5300061217.0,0.0,1.0,21,10102000,ST,0
8602,60120094,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,2100,,5300539127.0,0.0,1.0,3,010100000,ST,0
2281,33781800,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300365209.0,0.0,1.0,25,10401000,ST,0
10931,80163041,2000,,0,,,,F,40.0,203,203.0,Z012,Y9,,,100,E11,3000,3000.0,5300294497.0,0.0,1.0,14,520100000,ST,0
16416,00380581,708008,,0,,,,F,,203,203.0,Z011,Y9,350.0,2225.0,100,E11,2700,,5300127696.0,0.0,1.0,14,120000000,ST,0
1730,60119730,708008,,0,,,,F,,206,206.0,Z012,Z7,3190.0,25127.0,100,,3000,,5300543638.0,0.0,1.0,30,520200000,ST,0
12826,60084606,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300464730.0,0.0,1.0,10,010401000,ST,0
928,60025987,715646,,0,,,,F,,228,228.0,Z010,Y3,,,100,E11,2000,,5300505879.0,0.0,1.0,28,010502000,ST,0
15650,23871702UB,715646,,0,,,,F,,228,228.0,Z010,Y2,,,100,E13,2100,,5300501667.0,0.0,1.0,28,10102000,ST,0
13270,27039805UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,100,,3000,3000.0,5300261121.0,0.0,1.0,28,10102000,ST,0
2174,33774715,704926,,0,,,,F,,723,723.0,Z001,Z2,1010.0,21009.0,1,,2000,,5300157967.0,0.0,1.0,28,010102000,ST,0
11262,00423201,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300219611.0,0.0,1.0,999,10103000,ST,0
10415,00311410,718689,5500007897.0,10,14.0,14.0,49.0,F,,733,733.0,Z008,Y2,,,1,E13,2000,,5300535536.0,0.0,1.0,14,110100000,ST,1
6462,04100530,701112,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2000,,5300104139.0,0.0,1.0,28,140200000,ST,0
16800,24341904,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,40.0,417.0,100,,3000,3000.0,5300244808.0,0.0,1.0,42,010102000,ST,0
6149,95173591,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300310188.0,0.0,1.0,999,10103000,ST,0
3826,23569900UB,702225,,0,,,,F,,213,213.0,Z004,TB,,,1,,2000,,5300139099.0,0.0,1.0,63,10404000,ST,0
4510,60045142,706985,,0,,,,F,,708,708.0,Z011,Y2,,,1,E13,3000,,5300449365.0,0.0,1.0,42,070400000,ST,0
12079,60019006,700000,,0,,,,F,,723,723.0,Z001,X3,,,1,E20,2000,,5300369741.0,0.0,1.0,42,010501000,ST,0
14028,00386057,2100,,0,,,,F,41.0,203,203.0,Z012,Y6,20.0,193.0,100,E11,3000,3000.0,5300470987.0,0.0,1.0,14,120000000,ST,0
16574,00430042,709173,,0,,,,F,,215,215.0,Z001,Z1,,,1,,2100,,5300155070.0,0.0,15.0,21,080100000,ST,1
7305,95175040,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300310938.0,0.0,1.0,999,010102000,ST,0
9864,21316003UB,711636,,0,,,,F,,728,728.0,Z010,Y3,,,100,E11,2000,,5300552255.0,0.0,1.0,42,10102000,ST,0
15471,28041400,2100,,0,,,,F,41.0,224,224.0,Z012,Z5,200.0,75019.0,1,,3000,3000.0,5300198657.0,0.0,1.0,42,010401000,ST,0
13938,04003225,702779,,0,,,,F,,276,276.0,Z012,Y4,150.0,1186.0,100,E11,3000,,5300107066.0,0.0,1.0,14,080600000,ST,0
7671,23241501,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,20.0,8662.0,1,,3000,3000.0,5300231571.0,0.0,1.0,28,010102000,ST,0
9683,90230468,2000,,0,,,,F,40.0,206,206.0,Z012,Z1,,,100,,3000,3000.0,5300300305.0,0.0,1.0,999,520200000,ST,0
8406,24371301,2000,,0,,,,F,40.0,224,224.0,Z012,Z7,120.0,52356.0,100,,3000,3000.0,5300245727.0,0.0,1.0,28,010102000,ST,0
11188,04007038,706899,,0,,,,F,,276,276.0,Z012,Z9,60.0,54157.0,1,,3000,,5300156341.0,0.0,1.0,70,070600000,ST,1
4540,00360150,701806,5500000442.0,10,4.0,4.0,60.0,F,,708,708.0,Z011,V5,8600.0,18002.0,100,E98,2000,,5300174139.0,0.0,2.0,4,140100000,ST,0
2751,00110875,2000,,0,,,,F,40.0,203,203.0,Z012,Y6,1760.0,173697.0,1,E12,3000,3000.0,5300183816.0,0.0,1.0,280,140200000,ST,0
3595,60096731,700230,,0,,,,F,30.0,219,219.0,Z001,Z1,1660.0,277386.0,1,,2000,,5300502961.0,3.0,1.0,70,100202000,ST,0
2862,30021356,1900,,0,,,,F,,206,206.0,Z001,Y4,,,100,E11,2000,,5300177558.0,0.0,1.0,5,010301000,ST,0
4119,00350828,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2100,,5300120873.0,0.0,1.0,21,140200000,ST,0
15514,80180157,2000,,0,,,,F,40.0,203,203.0,Z012,Y5,,,100,E11,3000,3000.0,5300294505.0,0.0,1.0,14,520100000,ST,0
6383,34842900UB,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,100,,3000,3000.0,5300285039.0,0.0,1.0,70,010401000,ST,0
11968,24416300,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300246625.0,0.0,1.0,42,10401000,ST,0
980,95183368,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300311505.0,0.0,1.0,42,50400000,ST,1
4285,00111462,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,100,,3000,3000.0,5300201861.0,0.0,1.0,28,10502000,ST,0
3169,23990203,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2100,,5300025510.0,0.0,1.0,28,010103000,ST,0
11773,60109901,708105,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300524877.0,0.0,1.0,180,070100000,ST,0
2937,60042321,718689,,0,,,,F,,233,233.0,Z008,Y3,,,1,E13,2100,,5300535532.0,0.0,1.0,120,110100000,ST,0
16182,80441808,702590,,0,,,,F,,203,203.0,Z008,Y6,10.0,1091.0,100,E11,2100,,5300409589.0,0.0,1.0,14,520100000,ST,0
12739,25960019,700000,,0,,,,F,,723,723.0,Z001,X3,,,100,E20,2000,,5300155297.0,0.0,1.0,42,010102000,ST,0
7648,34931201,703929,,0,,,,F,30.0,993,992.0,Z001,Z1,,,1,,2000,,5300415378.0,3.0,1.0,7,060100000,ST,0
2140,24566402,700000,4600012458.0,10,42.0,,,F,,723,723.0,Z001,V3,80.0,33976.0,1,E19,2100,,5300115704.0,0.0,1.0,35,60100000,ST,0
12439,00347273,708038,5500006681.0,10,14.0,14.0,84.0,F,,715,715.0,Z001,Y6,380.0,33439.0,1,E11,2000,,5300162023.0,0.0,1.0,84,80100000,ST,0
6550,34661009,2100,,0,,,,F,41.0,221,221.0,Z001,Z7,,,1,,2000,2000.0,5300199649.0,0.0,2.0,3,010102000,ST,0
15594,95173206,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,100,,3000,3000.0,5300309828.0,0.0,1.0,999,010102000,ST,0
322,494330,709451,,0,,,,F,,233,233.0,Z011,Y2,2180.0,26588.0,100,E13,2100,,5300159090.0,0.0,1.0,14,060100000,ST,1
8756,00390965,702629,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300013356.0,0.0,1.0,14,530500000,ST,1
14505,23499303,2100,,0,,,,F,41.0,228,228.0,Z001,Z6,80.0,2581.0,1,,3000,3000.0,5300424398.0,0.0,1.0,42,010102000,ST,0
10818,04005552,711970,,0,,,,F,,215,215.0,Z001,Y2,,,1,E13,2000,,5300193639.0,0.0,1.0,84,130000000,ST,0
7335,00346936,2000,,0,,,,F,40.0,215,215.0,Z001,Y4,,,1,E11,2100,3000.0,5300211298.0,0.0,1.0,3,80100000,ST,0
9113,00120004,706985,,0,,,,F,,208,208.0,Z001,Y9,,,1,E13,2700,,5300359300.0,0.0,1.0,42,070400000,ST,0
15022,34830400UB,702225,,0,,,,F,,213,213.0,Z008,TB,,,1,,2100,,5300074076.0,0.0,1.0,56,10402000,ST,0
11909,00180108,704035,4600012853.0,10,28.0,,,F,,215,215.0,Z001,Y4,,,1000,E13,2100,,5300095034.0,0.0,1.0,28,100300000,MM,0
12581,31264800UB,2000,,0,,,,F,40.0,228,228.0,Z012,Z1,,,1,,3000,3000.0,5300272233.0,0.0,1.0,56,10401000,ST,0
13583,23334500,2000,,0,,,,F,40.0,999,999.0,Z012,Z4,,,1,,3000,3000.0,5300529213.0,0.0,1.0,999,550100000,ST,1
12398,04003446,707779,,0,,,,F,,206,206.0,Z001,Z2,,,1,,2100,,5300124328.0,0.0,1.0,21,100202000,ST,0
15075,24342201,2000,,0,,,,F,40.0,215,215.0,Z012,Z1,,,1,,3000,3000.0,5300244822.0,0.0,1.0,999,100202000,ST,0
651,00401703,703555,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300020315.0,0.0,40.0,98,131000000,ST,0
2929,34840500,2100,,0,,,,F,41.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300420842.0,0.0,1.0,42,10402000,ST,0
6467,30020428,1900,,0,,,,F,,219,219.0,Z001,Z1,,,1,,2100,,5300082247.0,0.0,1.0,5,010102000,ST,0
7466,00130247,2000,,0,,,,F,40.0,203,203.0,Z012,Z1,70.0,299.0,100,,3000,3000.0,5300202846.0,0.0,1.0,28,140700000,ST,0
8331,24682940,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300251474.0,0.0,1.0,999,550100000,ST,0
13225,34490300UB,2000,,0,,,,F,40.0,213,213.0,Z012,TB,,,1,,3000,3000.0,5300280704.0,0.0,1.0,56,10403000,ST,0
14850,00380418,700985,,0,,,,F,,208,208.0,Z011,Y2,,,1,E13,2000,,5300121601.0,0.0,1.0,56,090200000,ST,0
344,00370495,701806,,0,,,,F,,208,208.0,Z011,V4,3150.0,2519.0,100,E98,3000,,5300174004.0,0.0,2.0,13,140100000,ST,0
6602,30020836,701098,,0,,,,F,,279,279.0,Z001,Y4,40.0,1422.0,100,E15,3000,,5300109427.0,0.0,1.0,35,010502000,ST,0
1290,28025400UB,702399,,0,,,,F,30.0,228,228.0,Z001,Y4,,,1,E14,2000,,5300133662.0,3.0,1.0,42,10401000,ST,0
11548,24473701,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300247637.0,0.0,1.0,999,550100000,ST,0
10497,96173505,2000,,0,,,,F,40.0,213,213.0,Z012,Z1,,,100,,3000,3000.0,5300316541.0,0.0,1.0,999,010102000,ST,0
14840,00310367,708082,,0,,,,F,,203,203.0,Z002,Y3,,,100,E11,2000,,5300132965.0,0.0,40.0,90,140200000,ST,0
11457,60069458,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300442732.0,0.0,1.0,70,00,ST,0
1981,33582404,700151,,0,,,,F,,233,233.0,Z011,Y4,,,1,E13,2000,,5300048352.0,0.0,1.0,42,060100000,ST,0
13952,95060074,2000,,0,,,,F,40.0,252,252.0,Z012,EX,,,1,,3000,3000.0,5300301198.0,0.0,1.0,7,550100000,ST,0
18547,00310442,708543,,0,,,,F,,233,233.0,Z011,Y9,3760.0,1294506.0,1,E13,3000,,5300142358.0,0.0,1.0,154,110600000,ST,1
12011,60026045,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300378544.0,0.0,1.0,42,010402000,ST,0
7228,00200220,2000,,0,,,,F,40.0,707,707.0,Z012,Y3,,,100,E13,3000,3000.0,5300204429.0,0.0,1.0,28,140000000,ST,0
11242,60010857,707144,,0,,,,F,,279,279.0,Z001,Y4,1940.0,389948.0,100,E11,3000,,5300357890.0,0.0,1.0,70,100202000,ST,0
15642,28286700UB,704926,5500001871.0,20,42.0,42.0,42.0,F,30.0,723,723.0,Z008,Z3,,,1,,2100,,5300083668.0,3.0,1.0,42,10403000,ST,0
13485,00360510,700020,,0,,,,F,,208,208.0,Z011,X4,760.0,988.0,100,E20,2100,,5300058363.0,0.0,1.0,84,140100000,ST,0
18500,23875800,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,1,,3000,3000.0,5300239277.0,0.0,1.0,42,10402000,ST,0
3725,28044900UB,704955,,0,,,,F,,228,228.0,Z002,Z2,,,1,,2100,,5300069690.0,0.0,1.0,42,10401000,ST,0
6544,00385807,703001,,0,,,,F,,203,203.0,Z012,Y2,,,1,E11,3000,,5300142773.0,0.0,1.0,140,090100000,ST,0
13306,31072101,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300037787.0,0.0,1.0,3,010102000,ST,0
273,00346799,705072,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300163933.0,0.0,1.0,14,080600000,ST,1
11416,00310609,2100,,0,,,,F,41.0,203,203.0,Z001,Y3,,,1,E14,2000,3000.0,5300196949.0,0.0,1.0,3,050500000,ST,0
5128,24447301,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300247099.0,0.0,1.0,999,10102000,ST,0
