,Material number,Supplier,Contract,Contract Position,Fulfillment time,Fixed contract 1,Fixed contract 2,Procurement type,Special procurement type,Dispatcher,Buyer,Purchasing group,Purchasing lot size,Total quantity,Total value,Price unit,Calendar,Plant,Plant information record,Information record number,Information record type,Plant processing time,Material master time,Product group,Base unit,anomaly
510,00393368,704085,,0,,,,F,,206,206.0,Z001,Z3,30.0,1647.0,1,,2100,,5300059438.0,0.0,1.0,10,530800000,ST,1
5794,23888201,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,3000,,5300024839.0,0.0,1.0,3,010301000,ST,0
8181,60030524,1000,,0,,,,F,,991,991.0,Z012,Z1,,,1,,3000,,5300384148.0,0.0,1.0,3,10403000,ST,0
9417,23885515,701806,5500002053.0,10,4.0,4.0,60.0,F,,708,708.0,Z008,V5,2500.0,54062.0,100,E98,2000,,5300186469.0,0.0,2.0,4,60100000,ST,0
96,00423296,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300219662.0,0.0,1.0,999,10103000,ST,0
6681,00130710,700049,,0,,,,F,,203,203.0,Z011,Y5,70.0,5978.0,1,E11,3000,,5300058153.0,0.0,1.0,21,070200000,ST,0
1512,01188000UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300221894.0,0.0,1.0,56,10401000,ST,0
8791,00270628,2000,,0,,,,F,40.0,206,206.0,Z012,Z2,290.0,1887.0,100,,3000,3000.0,5300206305.0,0.0,1.0,14,090300000,ST,0
119,82019742,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,1,,3000,3000.0,5300299070.0,0.0,1.0,42,70500000,ST,0
7791,90140201,708008,,0,,,,F,,206,206.0,Z001,Z1,,,100,,2000,,5300175797.0,0.0,1.0,35,520200000,ST,0
6517,00360484,700020,,0,,,,F,,708,708.0,Z011,X4,500.0,16285.0,1,E20,2100,,5300119729.0,0.0,1.0,12,140100000,ST,0
33,24246420,701056,,0,,,,F,,998,998.0,Z001,Z1,,,1,,2100,,5300195412.0,3.0,1.0,999,550100000,ST,0
7887,34748800,700909,,0,,,,F,,233,233.0,Z001,Y3,10.0,3439.0,1,E15,2000,,5300045963.0,0.0,1.0,49,010401000,ST,0
6830,96080009,2000,,0,,,,F,72.0,223,223.0,Z012,Y4,,,1,E12,3000,3000.0,5300314911.0,0.0,1.0,35,10103000,ST,0
5421,00210525,703003,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300006224.0,0.0,1.0,28,100201000,ST,0
1068,60065114,2000,,0,,,,F,40.0,233,233.0,Z012,Z1,130.0,24746.0,1,,3000,3000.0,5300472752.0,0.0,1.0,140,060100000,ST,0
1347,00240083,2000,,0,,,,F,40.0,203,203.0,Z012,Y2,,,1,E13,3000,3000.0,5300205264.0,0.0,1.0,49,130400000,ST,0
4747,00100234,702236,,0,,,,F,,708,708.0,Z011,Y2,,,1,E11,2100,,5300000532.0,0.0,1.0,56,070300000,ST,0
6005,00100741,700222,,0,,,,F,,272,272.0,Z012,Y5,70.0,1272.0,100,E11,3000,,5300136796.0,0.0,1.0,14,070300000,ST,0
6039,33350701,711636,,0,,,,F,,211,211.0,Z001,Z1,,,1,,2100,,5300186671.0,0.0,1.0,28,010102000,ST,0
3817,24470700UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z5,,,1,,3000,3000.0,5300247560.0,0.0,1.0,999,10402000,ST,0
8446,36020032,708174,,0,,,,F,,707,707.0,Z001,Z2,,,1,,2000,,5300135646.0,0.0,1.0,14,100201000,ST,0
5269,04006370,705748,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2000,,5300140947.0,0.0,1.0,30,100300000,ST,1
6897,60049683,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300543373.0,0.0,1.0,3,10402000,ST,0
5309,04003478,702779,,0,,,,F,,276,276.0,Z012,Y4,120.0,176.0,1000,E11,3000,,5300107237.0,0.0,1.0,14,080600000,ST,0
31,00380379,708008,,0,,,,F,,703,703.0,Z008,Y2,,,100,E11,2100,,5300126752.0,0.0,1.0,14,120000000,ST,0
5674,34289000UB,702225,,0,,,,F,,213,213.0,Z008,Z2,,,1,,2100,,5300061180.0,0.0,1.0,56,10401000,ST,0
4386,00340960,706261,,0,,,,F,,264,264.0,Z010,Y4,360.0,1841.0,100,E11,2100,,5300171211.0,0.0,1.0,14,080600000,ST,0
29,95194023,712009,5500003451.0,20,14.0,14.0,112.0,F,,715,715.0,Z001,Y9,36940.0,391579.0,100,E13,2000,,5300194607.0,0.0,1.0,14,90400000,ST,1
4202,25021484,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,100,,3000,3000.0,5300257829.0,0.0,1.0,999,10102000,ST,0
7507,00150018,700585,,0,,,,F,,203,203.0,Z001,Y9,70.0,1701.0,1,E14,3000,,5300014998.0,0.0,1.0,21,130401000,ST,0
735,60017753,2000,,0,,,,F,40.0,202,202.0,Z012,Z5,,,1,,3000,3000.0,5300368089.0,0.0,1.0,35,10403000,ST,0
2067,34186519,702225,,0,,,,F,,221,221.0,Z001,Z7,,,1,,2000,,5300048593.0,0.0,1.0,28,010102000,ST,0
106,34999801UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,2100,,5300363447.0,0.0,1.0,30,10102000,ST,0
9644,00400944,703555,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300061818.0,0.0,40.0,56,030203000,ST,1
8894,23970303,2000,,0,,,,F,40.0,989,989.0,Z012,Z1,,,1,,3000,3000.0,5300240501.0,0.0,1.0,999,10305000,ST,0
8020,60007625,709741,,0,,,,F,30.0,213,213.0,Z008,X5,,,1,E20,2000,,5300382280.0,3.0,1.0,42,10403000,ST,1
2232,31268100UB,704926,,0,,,,F,,723,723.0,Z001,Z2,100.0,2945.0,1,,2000,,5300096407.0,0.0,1.0,42,010401000,ST,0
993,23343500UB,2000,,0,,,,F,40.0,223,223.0,Z012,Y9,,,1,E13,3000,3000.0,5300233419.0,0.0,1.0,42,10401000,ST,0
9412,00110916,708551,,0,,,,F,,208,208.0,Z010,Y6,,,1,E11,2100,,5300149414.0,0.0,1.0,42,071000000,ST,0
7058,33628101UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z4,,,1,,3000,3000.0,5300275206.0,0.0,1.0,42,10103000,ST,0
6789,04004926,700362,,0,,,,F,,707,707.0,Z001,Z2,,,1,,2000,,5300107975.0,0.0,1.0,42,LEEB,ST,1
360,34750400UB,715408,,0,,,,F,,223,223.0,Z004,TB,,,1,,2000,,5300434993.0,0.0,1.0,56,10403000,ST,0
304,80431526,702590,,0,,,,F,,203,203.0,Z008,Y6,50.0,480.0,100,E11,2000,,5300163505.0,0.0,1.0,14,520100000,ST,0
2627,24632705,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,100,,3000,3000.0,5300250502.0,0.0,1.0,42,010102000,ST,0
8965,04004486,1900,,0,,,,F,,219,219.0,Z001,Z1,,,1000,,2100,,5300117294.0,0.0,1.0,5,140100000,ST,0
4513,60037358,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300394184.0,0.0,1.0,70,00,ST,0
5910,270441,703564,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300034607.0,0.0,40.0,112,130000000,ST,0
8313,95143381UB,702225,,0,,,,F,,213,213.0,Z008,Z2,,,1,,2000,,5300118117.0,0.0,1.0,56,10400000,ST,0
3100,90230167,702785,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2000,,5300147276.0,0.0,1.0,30,520200000,ST,0
5703,60030788,715646,,0,,,,F,,228,228.0,Z010,Y2,,,100,E11,3000,,5300503192.0,0.0,1.0,28,10102000,ST,0
3898,30020962,700222,,0,,,,F,,272,272.0,Z012,Y5,,,1,E11,3000,,5300388395.0,0.0,1.0,14,070000000,ST,0
5440,60091149,708008,,0,,,,F,,206,206.0,Z012,Z7,,,100,,3000,,5300477245.0,0.0,1.0,30,520200000,ST,0
7930,60051100,715646,,0,,,,F,,228,228.0,Z010,Y2,,,100,E11,2000,,5300501967.0,0.0,1.0,28,10102000,ST,0
621,60055966,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300421847.0,0.0,1.0,70,010401000,ST,0
7235,00400065,702533,,0,,,,F,,206,206.0,Z001,Z7,,,1000,,2100,,5300016127.0,0.0,1.0,14,010201000,MM,0
2498,95101013,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300063979.0,0.0,1.0,3,010103000,ST,0
713,60076696,702590,,0,,,,F,,203,203.0,Z008,Y6,20.0,568.0,100,E11,2100,,5300467424.0,0.0,1.0,14,520100000,ST,0
8403,60038889,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,100,,3000,3000.0,5300392490.0,0.0,1.0,29,10102000,ST,0
2855,60053851,700222,,0,,,,F,,272,272.0,Z012,Y5,50.0,1005.0,100,E11,3000,,5300448063.0,0.0,1.0,14,070200000,ST,0
4269,60038269,704926,4600012270.0,10,42.0,,,F,,219,219.0,Z001,Y2,,,1,E15,2100,,5300417041.0,0.0,1.0,42,10402000,ST,0
2908,00190364,2000,,0,,,,F,40.0,215,215.0,Z012,Y3,3430.0,340213.0,100,E13,3000,3000.0,5300204207.0,0.0,1.0,28,100202000,ST,0
8080,04001989,707779,,0,,,,F,,206,206.0,Z001,Z2,,,100,,2000,,5300124389.0,0.0,1.0,28,131400000,ST,0
4516,00400288,702533,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300017291.0,0.0,1.0,21,010103000,ST,0
1261,60063108,708038,,0,,,,F,40.0,215,215.0,Z001,Y6,,,1,E11,2100,,5300429681.0,0.0,1.0,3,080100000,ST,0
3160,60018012,702225,,0,,,,F,,213,213.0,Z008,Z2,270.0,23439.0,100,,2100,,5300383036.0,0.0,1.0,56,010401000,ST,0
970,00392231,701979,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300084163.0,0.0,1.0,180,520300000,ST,0
3912,00422372,2000,,0,,,,F,72.0,206,206.0,Z012,Z1,,,1,,3000,3000.0,5300219178.0,0.0,1.0,35,10103000,ST,0
5198,34664404,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,400.0,13315.0,100,,3000,3000.0,5300282583.0,0.0,1.0,42,010301000,ST,0
8846,60007283,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300377014.0,0.0,1.0,70,00,ST,0
259,23266800UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300232073.0,0.0,1.0,42,10401000,ST,0
3790,14080104,2000,,0,,,,F,40.0,233,233.0,Z012,Y2,110.0,5816.0,1,E12,3000,3000.0,5300225754.0,0.0,1.0,42,060100000,ST,0
9202,60120334,1900,,0,,,,F,,272,272.0,Z012,Z1,,,1,,3000,,5300541494.0,0.0,1.0,35,00,ST,0
487,33351302,2000,,0,,,,F,72.0,233,233.0,Z012,Y3,,,1,E12,3000,3000.0,5300274184.0,0.0,1.0,28,60200000,ST,0
7907,34361203,2100,,0,,,,F,41.0,233,233.0,Z011,Y4,,,1,E13,2000,2000.0,5300199395.0,0.0,1.0,3,060200000,ST,0
518,23932603UB,2000,,0,,,,F,72.0,223,223.0,Z012,Z1,,,100,,3000,2700.0,5300240255.0,0.0,1.0,42,10102000,ST,0
8342,95142086UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,100,,2000,,5300095403.0,0.0,1.0,28,010303000,ST,0
311,24774260UB,2000,,0,,,,F,40.0,216,216.0,Z012,Z1,,,1,,3000,3000.0,5300254014.0,0.0,1.0,999,10401000,ST,0
3231,35184200UB,704926,4600012419.0,20,42.0,,,F,30.0,223,223.0,Z001,Z1,,,1,,2100,,5300108981.0,3.0,1.0,42,10402000,ST,0
7932,34471302UB,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300066321.0,0.0,1.0,3,10304000,ST,0
7457,00360528,706261,,0,,,,F,,264,264.0,Z010,Y4,,,100,E11,2000,,,,1.0,14,140100000,ST,0
9783,04007941,707144,,0,,,,F,,279,279.0,Z001,Y4,1060.0,15053.0,100,E11,3000,,5300173940.0,0.0,1.0,98,010100000,ST,0
5183,04006681,707145,,0,,,,F,,233,233.0,Z008,Y2,,,100,E13,2000,,5300150350.0,0.0,1.0,999,090300000,ST,0
8076,04000812,706822,,0,,,,F,,272,272.0,Z012,Z7,50.0,22851.0,1,,3000,,5300105709.0,0.0,1.0,21,080200000,ST,1
6501,25010298,701831,,0,,,,F,,206,206.0,Z001,Z1,,,1000,,2100,,5300099124.0,0.0,1.0,28,550100000,ST,0
6790,00311317,2000,,0,,,,F,40.0,233,233.0,Z012,Y4,,,100,E13,3000,3000.0,5300208828.0,0.0,1.0,42,110100000,ST,0
7772,00210101,701660,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300003465.0,0.0,1.0,28,080500000,ST,1
2737,01246101,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300222682.0,0.0,1.0,999,010102000,ST,0
7841,30980167,1900,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2100,,5300152268.0,0.0,1.0,5,070400000,ST,0
6261,04005228,706943,,0,,,,F,,272,272.0,Z012,Z7,50.0,22.0,1000,,3000,,,,1.0,35,130000000,ST,0
8205,24931101,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,1,,3000,3000.0,5300255851.0,0.0,1.0,999,10304000,ST,0
1247,23302300UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z7,,,1,,3000,3000.0,5300232663.0,0.0,1.0,42,10401000,ST,0
9335,36021188,1900,,0,,,,F,,204,204.0,Z001,Z1,,,100,,2100,,5300178844.0,0.0,1.0,5,010102000,ST,1
4194,30021316,1900,,0,,,,F,,277,277.0,Z012,Y4,20.0,3858.0,1,E11,3000,,5300177575.0,0.0,1.0,12,020102000,ST,0
8000,00110627,708551,,0,,,,F,,208,208.0,Z010,Y6,100.0,11.0,100,E14,3000,,5300149415.0,0.0,1.0,42,070300000,ST,0
7377,00385877,703001,,0,,,,F,,203,203.0,Z001,Y2,,,100,E11,2100,,5300134747.0,0.0,1.0,140,130100000,ST,0
3434,00440223,703255,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300033428.0,0.0,1.0,42,130000000,ST,0
5381,00360442,700020,,0,,,,F,,708,708.0,Z011,X4,,,1,E20,2100,,5300019571.0,0.0,1.0,12,140100000,ST,0
958,23585005UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300235220.0,0.0,1.0,999,10102000,ST,0
416,60022652,706716,,0,,,,F,,203,203.0,Z001,Y5,1470.0,1038435.0,1,E14,2000,,5300375614.0,0.0,1.0,70,070900000,ST,1
5741,00110795,700368,,0,,,,F,,203,203.0,Z010,Y9,,,1,E11,2000,,5300004407.0,0.0,1.0,84,071000000,ST,0
6727,23011002,700230,5500001873.0,20,14.0,14.0,84.0,F,,715,715.0,Z001,Y5,20400.0,19380.0,1,E14,3000,,5300038457.0,0.0,1.0,14,100202000,ST,0
4381,00110633,2000,,0,,,,F,40.0,208,208.0,Z008,Z2,,,100,,3000,3000.0,5300201423.0,0.0,1.0,35,70300000,ST,0
5196,01432700,2000,,0,,,,F,40.0,996,998.0,Z012,Z4,,,1,,3000,3000.0,5300327881.0,0.0,1.0,10,550100000,ST,0
1112,82010314,2000,,0,,,,F,40.0,224,224.0,Z012,EX,,,100,,3000,3000.0,5300297966.0,0.0,1.0,42,10102000,ST,0
2688,34655602,700151,,0,,,,F,,233,233.0,Z011,Y4,,,100,E15,2100,,5300060084.0,0.0,1.0,28,060100000,ST,0
6472,28121701,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2000,,5300036115.0,0.0,1.0,28,010301000,ST,0
8819,24469103,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300247479.0,0.0,1.0,42,060200000,ST,0
7807,33327901,2000,,0,,,,F,40.0,224,224.0,Z012,Z4,,,1,,3000,3000.0,5300273921.0,0.0,1.0,42,010102000,ST,0
3410,00346438,711970,,0,,,,F,,215,215.0,Z001,Y4,30.0,47376.0,1,E13,2100,,5300193740.0,0.0,1.0,84,080100000,ST,0
80,00270491,700289,,0,,,,F,,215,215.0,Z002,Z2,20.0,12000.0,1,,2000,,5300011769.0,0.0,1.0,14,080800000,ST,1
4613,23278531,2000,,0,,,,F,40.0,223,223.0,Z012,Z1,,,100,,3000,3000.0,5300232306.0,0.0,1.0,999,10502000,ST,0
1373,00346319,702686,,0,,,,F,,215,215.0,Z009,Y2,,,1,E13,2100,,5300093000.0,0.0,1.0,84,080100000,ST,0
1509,00347357,702686,5500007844.0,10,28.0,28.0,112.0,F,,715,715.0,Z003,Y6,60.0,5697.0,100,E13,2000,,5300527567.0,0.0,1.0,84,80100000,ST,0
6442,60045572,702399,4600012789.0,10,56.0,,,F,,228,228.0,Z001,Y2,,,1,E14,2000,,5300506071.0,0.0,1.0,56,10402000,ST,0
3070,33785203,703929,,0,,,,F,30.0,993,992.0,Z001,WB,,,1,,2000,,5300415300.0,3.0,1.0,7,060100000,ST,1
3015,34438106,1000,,0,,,,F,,991,991.0,Z008,TB,,,1,,2100,,5300137574.0,0.0,1.0,3,060200000,ST,0
4822,34639501UB,711636,,0,,,,F,,211,211.0,Z001,Y2,,,1,E14,2000,,5300187344.0,0.0,1.0,28,10102000,ST,0
7821,04004499,701112,,0,,,,F,,272,272.0,Z012,Z2,160.0,197.0,1000,,3000,,5300111225.0,0.0,1.0,28,110100000,ST,0
92,60018843,701863,4600012862.0,10,84.0,,,F,,215,215.0,Z001,Z3,2390.0,602953.0,1,,2100,,5300380189.0,0.0,1.0,84,80400000,ST,1
9420,60026790,2000,,0,,,,F,40.0,224,224.0,Z012,Z5,,,1,,3000,3000.0,5300386377.0,0.0,1.0,70,010402000,ST,0
6599,60077896,715646,,0,,,,F,,228,228.0,Z010,Y2,,,100,E11,3000,,5300503161.0,0.0,1.0,28,10102000,ST,0
4442,36066300UB,1000,,0,,,,F,,991,991.0,Z012,Z1,,,1,,3000,,5300190489.0,0.0,1.0,3,10402000,ST,0
7601,23653001UB,2000,,0,,,,F,40.0,223,223.0,Z012,Z2,,,1,,3000,3000.0,5300235927.0,0.0,1.0,42,10102000,ST,0
3834,31079202,701314,,0,,,,F,,233,233.0,Z011,Y3,,,1,E15,2100,,5300038081.0,0.0,1.0,28,060100000,ST,0
9701,60093531,701979,,0,,,,F,,206,206.0,Z001,Z1,,,1,,2100,,5300496473.0,0.0,1.0,90,520300000,ST,0
4321,36020320,1900,,0,,,,F,,279,279.0,Z001,Z1,10.0,283.0,100,,3000,,5300184089.0,0.0,1.0,35,010502000,ST,0
3393,95195494,700000,,0,,,,F,,223,223.0,Z001,V2,190.0,315409.0,1,E19,2100,,5300185979.0,3.0,1.0,42,010501000,ST,0
4751,24117802,703535,,0,,,,F,,203,203.0,Z001,Z1,,,1,,2000,,5300072177.0,0.0,1.0,84,100202000,ST,0
7228,00200220,2000,,0,,,,F,40.0,707,707.0,Z012,Y3,,,100,E13,3000,3000.0,5300204429.0,0.0,1.0,28,140000000,ST,0
9190,00347953,711970,,0,,,,F,,215,215.0,Z001,Y2,,,100,E13,2000,,5300194092.0,0.0,1.0,84,080200000,ST,0
2360,00385796,703870,,0,,,,F,,707,707.0,Z012,Z3,3740.0,240558.0,1,,2000,,5300123078.0,0.0,1.0,1,040300000,ST,1
1147,00311031,703080,,0,,,,F,,233,233.0,Z001,Y2,20.0,5488.0,100,E13,3000,,5300005181.0,0.0,1.0,365,110000000,ST,1
5665,60062862,715932,,0,,,,F,,208,208.0,Z001,Y9,1210.0,10571.0,100,E11,2000,,5300460502.0,0.0,1.0,28,070300000,ST,0
8074,23226200UB,702225,,0,,,,F,,213,213.0,Z008,Z2,,,100,,2000,,5300119697.0,0.0,1.0,56,010401000,ST,0
4942,36020149,1900,,0,,,,F,,219,219.0,Z001,Z1,,,1,,2100,,5300109179.0,0.0,1.0,5,010502000,ST,0
3662,24903101UB,704926,,0,,,,F,,223,223.0,Z001,Z2,,,100,,2100,,5300356914.0,0.0,1.0,28,10102000,ST,0
1562,30119700UB,2000,,0,,,,F,40.0,205,205.0,Z012,Z1,,,1,,3000,3000.0,5300269120.0,0.0,1.0,999,10401000,ST,0
4112,00200233,2000,,0,,,,F,40.0,203,203.0,Z005,Y2,140.0,858.0,100,E13,3000,3000.0,5300180564.0,0.0,1.0,63,100400000,ST,0
9049,36020821,701317,,0,,,,F,,205,205.0,Z001,Z1,,,1,,2100,,5300152387.0,0.0,1.0,42,010402000,ST,1
